wave,625-50,675-50,725-50,750-50,775-50,Open,F610,F670,F720,F760,Halpha,Ha-Cont,SII,SII-Cont,ND10,ND25
550,3.59E-10,2.74E-08,1.12E-06,1.33E-07,6.13E-07,0.05023214377,0,0,0,0.05023214377,0,0,0,0,0.1031051,0.003682462695
550.1,3.60E-10,2.94E-08,1.35E-06,1.37E-07,6.47E-07,0.05023871649,0.03793624152,0.002490942498,0.001310684111,0.002355116845,0,0,0,0,0.1031041069,0.003682244729
550.2,3.63E-10,3.18E-08,1.64E-06,1.41E-07,6.80E-07,0.05024529013,0.03795226079,0.002488008762,0.001377660712,0.002277637642,0,0,0,0,0.1031032798,0.003682072267
550.3,3.70E-10,3.47E-08,2.02E-06,1.45E-07,7.12E-07,0.05025186377,0.03797040686,0.002479445524,0.001451314759,0.002197676499,0,0,0,0,0.1031026218,0.003681941254
550.4,3.80E-10,3.82E-08,2.52E-06,1.49E-07,7.43E-07,0.0502584365,0.0379896864,0.002465398195,0.001531372805,0.002116008204,0,0,0,0,0.1031021358,0.003681847639
550.5,3.93E-10,4.24E-08,3.17E-06,1.54E-07,7.71E-07,0.05026500831,0.03800915573,0.002446031094,0.001617522993,0.002033407993,0,0,0,0,0.1031018248,0.00368178737
550.6,4.10E-10,4.75E-08,3.96E-06,1.59E-07,7.97E-07,0.05027158285,0.03802827273,0.002421571399,0.001709207738,0.001950651652,0,0,0,0,0.1031016918,0.003681756393
550.7,4.31E-10,5.36E-08,4.80E-06,1.63E-07,8.20E-07,0.05027816106,0.03804670169,0.002392281091,0.001805733133,0.001868515245,0,0,0,0,0.1031017398,0.003681750657
550.8,4.57E-10,6.12E-08,5.41E-06,1.68E-07,8.38E-07,0.05028472921,0.03806410967,0.002358428755,0.001906381798,0.001787774717,0,0,0,0,0.1031019719,0.00368176611
550.9,4.88E-10,7.06E-08,5.50E-06,1.73E-07,8.52E-07,0.05029128367,0.0380801848,0.002320288569,0.002010413497,0.001709206848,0,0,0,0,0.1031023909,0.003681798698
551,5.32E-10,8.22E-08,5.11E-06,1.78E-07,8.60E-07,0.05029787558,0.03809467092,0.002278140326,0.002117066462,0.001633590622,0,0,0,0,0.103103,0.00368184437
551.1,5.91E-10,9.68E-08,4.36E-06,1.83E-07,8.64E-07,0.05030451865,0.03810729306,0.002232265699,0.002225553713,0.001561703931,0,0,0,0,0.1031038021,0.003681899073
551.2,6.49E-10,1.16E-07,3.52E-06,1.88E-07,8.62E-07,0.05031102193,0.03811755505,0.002183031073,0.002335061527,0.001494252518,0,0,0,0,0.1031048001,0.003681958755
551.3,7.03E-10,1.40E-07,2.81E-06,1.93E-07,8.58E-07,0.05031733429,0.03812517028,0.002130931186,0.002444779912,0.00143174336,0,0,0,0,0.1031059972,0.003682019362
551.4,8.41E-10,1.72E-07,2.25E-06,1.99E-07,8.50E-07,0.05032416829,0.03813049146,0.002076490539,0.002553924237,0.001374665632,0,0,0,0,0.1031073962,0.003682076844
551.5,1.09E-09,2.14E-07,1.82E-06,2.04E-07,8.39E-07,0.05033171488,0.03813346454,0.002020192189,0.00266168851,0.001323491991,0,0,0,0,0.1031090002,0.003682127148
551.6,1.18E-09,2.71E-07,1.49E-06,2.10E-07,8.27E-07,0.05033731466,0.03813171493,0.001962373127,0.002767201557,0.00127862264,0,0,0,0,0.1031108122,0.00368216622
551.7,1.04E-09,3.49E-07,1.24E-06,2.15E-07,8.12E-07,0.05034025503,0.0381242818,0.001903433711,0.002869714626,0.001240514657,0,0,0,0,0.1031128352,0.00368219001
551.8,1.85E-09,4.61E-07,1.05E-06,2.20E-07,7.97E-07,0.05035046102,0.03811826877,0.001844152155,0.002969093886,0.001209881071,0,0,0,0,0.1031150722,0.003682194463
551.9,4.00E-09,6.21E-07,9.02E-07,2.24E-07,7.82E-07,0.05037059203,0.03811527763,0.001784986212,0.003064833879,0.001187243176,0,0,0,0,0.1031175261,0.003682175529
552,3.48E-09,8.50E-07,7.85E-07,2.29E-07,7.68E-07,0.05036360738,0.03808688629,0.001725005182,0.003153954753,0.00117220236,0,0,0,0,0.1031202,0.003682129154
552.1,0,1.18E-06,6.90E-07,2.33E-07,7.53E-07,0.05029819658,0.03800908615,0.001663627104,0.003233591155,0.001164521116,0,0,0,0,0.1031230862,0.003682053429
552.2,9.36E-09,1.67E-06,6.13E-07,2.37E-07,7.40E-07,0.05020566998,0.0379055389,0.001602418421,0.003304856505,0.001165180922,0,0,0,0,0.1031261341,0.003681955012
552.3,4.51E-08,2.37E-06,5.51E-07,2.41E-07,7.27E-07,0.05012306825,0.03780495466,0.001542996566,0.003369554246,0.001174741268,0,0,0,0,0.1031292827,0.003681842704
552.4,8.30E-08,3.19E-06,5.00E-07,2.44E-07,7.16E-07,0.05004773258,0.03770614721,0.001485613856,0.00342701052,0.001192763366,0,0,0,0,0.1031324706,0.003681725308
552.5,9.58E-08,3.99E-06,4.58E-07,2.46E-07,7.07E-07,0.04996973809,0.03760237563,0.001430298011,0.003476096803,0.001218637339,0,0,0,0,0.1031356369,0.003681611624
552.6,8.00E-08,4.49E-06,4.22E-07,2.49E-07,7.00E-07,0.04988979519,0.03749444705,0.001377357477,0.003516688619,0.001252001006,0,0,0,0,0.1031387201,0.003681510453
552.7,4.28E-08,4.49E-06,3.93E-07,2.51E-07,6.94E-07,0.04981056271,0.03738445777,0.001327124234,0.003548920234,0.001292544887,0,0,0,0,0.1031416592,0.003681430596
552.8,8.95E-09,4.16E-06,3.68E-07,2.53E-07,6.90E-07,0.04973185779,0.03727235784,0.001279837166,0.003572747181,0.001339893991,0,0,0,0,0.103144393,0.003681380856
552.9,0,3.73E-06,3.47E-07,2.55E-07,6.88E-07,0.04965297001,0.03715769749,0.001235715041,0.003588102047,0.001393660426,0,0,0,1.72E-10,0.1031468604,0.003681370032
553,3.26E-09,3.32E-06,3.29E-07,2.56E-07,6.88E-07,0.04957392039,0.03704057091,0.001194990717,0.003594984494,0.001453476739,0,0,0,1.45E-09,0.103149,0.003681406927
553.1,3.71E-09,3.00E-06,3.14E-07,2.57E-07,6.91E-07,0.0494948918,0.03692120057,0.001157891149,0.003593420562,0.001518982027,0,0,0,6.68E-09,0.10315077,0.003681496618
553.2,1.69E-09,2.77E-06,3.01E-07,2.58E-07,6.95E-07,0.049415983,0.03680015037,0.00112454667,0.003583462036,0.001589693241,0,0,0,1.19E-08,0.103152205,0.003681629289
553.3,9.30E-10,2.62E-06,2.91E-07,2.59E-07,7.02E-07,0.04933717297,0.03667850102,0.001095015288,0.003565205617,0.001664848909,0,0,0,1.70E-08,0.103153359,0.003681791402
553.4,1.06E-09,2.54E-06,2.83E-07,2.61E-07,7.10E-07,0.0492580456,0.03655708779,0.001069349173,0.003538734971,0.001743639881,0,0,0,2.22E-08,0.103154286,0.003681969418
553.5,9.79E-10,2.53E-06,2.76E-07,2.61E-07,7.21E-07,0.04917850211,0.0364368599,0.001047607289,0.003504225518,0.001825270912,0,0,0,2.73E-08,0.1031550399,0.003682149797
553.6,7.38E-10,2.57E-06,2.71E-07,2.62E-07,7.34E-07,0.04910010821,0.03631949535,0.001029863609,0.003462255273,0.001909015631,0,0,0,2.46E-08,0.1031556745,0.003682319001
553.7,6.08E-10,2.69E-06,2.68E-07,2.62E-07,7.49E-07,0.04902328001,0.03620566872,0.001016169781,0.003413392644,0.001994117039,0,0,0,2.18E-08,0.1031562439,0.003682463491
553.8,5.58E-10,2.87E-06,2.66E-07,2.62E-07,7.67E-07,0.04894217081,0.03609143166,0.001006461225,0.003357764144,0.002079560152,0,0,0,1.90E-08,0.103156802,0.003682569727
553.9,5.03E-10,3.14E-06,2.65E-07,2.62E-07,7.87E-07,0.04885521492,0.03597601174,0.001000776525,0.00329579881,0.002164482153,0,0,0,1.62E-08,0.1031574027,0.003682624172
554,4.46E-10,3.54E-06,2.65E-07,2.63E-07,8.10E-07,0.04878423342,0.03587583899,0.0009996446508,0.003229470786,0.002249092364,0,0,0,1.35E-08,0.1031581,0.003682613285
554.1,4.05E-10,4.13E-06,2.67E-07,2.64E-07,8.35E-07,0.04874767139,0.03580480614,0.001003533274,0.003160403718,0.002333599532,0,0,0,1.40E-08,0.1031589367,0.003682528215
554.2,3.76E-10,4.93E-06,2.70E-07,2.65E-07,8.63E-07,0.04872708312,0.03574991212,0.001012030796,0.003087739462,0.00241657942,0,0,0,1.45E-08,0.1031599115,0.003682378859
554.3,3.51E-10,6.03E-06,2.75E-07,2.66E-07,8.94E-07,0.04870064753,0.03569578136,0.001024556398,0.003010472469,0.002496438192,0,0,0,1.50E-08,0.1031610121,0.003682179799
554.4,3.30E-10,7.84E-06,2.80E-07,2.67E-07,9.25E-07,0.04866993281,0.03564421259,0.001041016615,0.002929122019,0.002572689613,0,0,0,1.56E-08,0.1031622261,0.003681945619
554.5,3.13E-10,1.06E-05,2.88E-07,2.68E-07,9.59E-07,0.04864078628,0.03560004501,0.001061417579,0.002844483566,0.002645093372,0,0,0,1.61E-08,0.1031635412,0.003681690902
554.6,2.99E-10,1.33E-05,2.97E-07,2.69E-07,9.95E-07,0.04861278251,0.03556319231,0.001085625293,0.002757128716,0.002713096015,0,0,0,4.30E-09,0.103164945,0.003681430231
554.7,2.89E-10,1.51E-05,3.08E-07,2.71E-07,1.03E-06,0.04858435329,0.03553266546,0.00111348162,0.002667593908,0.002776076956,0,0,0,0,0.1031664251,0.00368117819
554.8,2.80E-10,1.46E-05,3.21E-07,2.73E-07,1.07E-06,0.04855563221,0.03550873283,0.001144869997,0.002576497338,0.002833507816,0,0,0,0,0.1031679692,0.003680949362
554.9,2.75E-10,1.14E-05,3.37E-07,2.76E-07,1.10E-06,0.0485270447,0.03549188776,0.001179684557,0.002484452155,0.002884879723,0,0,0,0,0.103169565,0.00368075833
555,2.71E-10,7.37E-06,3.55E-07,2.78E-07,1.13E-06,0.0484984819,0.03548224477,0.001217809058,0.002392023951,0.002929654663,0,0,0,0,0.1031712,0.003680619677
555.1,2.69E-10,4.73E-06,3.77E-07,2.81E-07,1.17E-06,0.04846981022,0.03547992488,0.001259118788,0.002299760958,0.002967296284,0,0,0,0,0.1031728629,0.00368054421
555.2,2.68E-10,3.24E-06,4.02E-07,2.85E-07,1.21E-06,0.0484413316,0.03548526165,0.001303408919,0.002208199166,0.002997480264,0,0,0,0,0.1031745458,0.003680527627
555.3,2.69E-10,2.26E-06,4.31E-07,2.88E-07,1.23E-06,0.0484131549,0.03549806912,0.001350398124,0.002117824125,0.003020184962,0,0,0,0,0.1031762418,0.00368056185
555.4,2.73E-10,1.60E-06,4.65E-07,2.92E-07,1.25E-06,0.04838418129,0.03551723829,0.001399755646,0.002029063477,0.00303534351,0,0,0,3.77E-09,0.1031779439,0.0036806388
555.5,2.79E-10,1.17E-06,5.06E-07,2.96E-07,1.27E-06,0.04835410883,0.03554227422,0.001451156996,0.001942369735,0.003042938075,0,0,0,1.54E-08,0.1031796454,0.003680750398
555.6,2.87E-10,8.83E-07,5.54E-07,3.01E-07,1.28E-06,0.04832703099,0.0355759979,0.001504402759,0.001858324211,0.003043228326,0,0,0,1.29E-08,0.1031813392,0.003680888566
555.7,2.97E-10,6.82E-07,6.10E-07,3.07E-07,1.29E-06,0.04830404662,0.03561906308,0.001559199545,0.001777364305,0.003036284881,0,0,0,1.03E-08,0.1031830185,0.003681045225
555.8,3.09E-10,5.36E-07,6.75E-07,3.13E-07,1.29E-06,0.04826988068,0.03566004157,0.001614693566,0.001699348887,0.003021149597,0,0,0,7.82E-09,0.1031846764,0.003681212298
555.9,3.23E-10,4.28E-07,7.54E-07,3.19E-07,1.29E-06,0.04822043971,0.03569569945,0.001670326851,0.001624613298,0.00299758157,0,0,0,5.31E-09,0.1031863058,0.003681381705
556,3.41E-10,3.49E-07,8.49E-07,3.27E-07,1.28E-06,0.04821273038,0.0357681014,0.001727690754,0.001555488932,0.002969122645,0,0,0,2.81E-09,0.1031879,0.003681545367
556.1,3.65E-10,2.88E-07,9.65E-07,3.36E-07,1.27E-06,0.0482949404,0.03591312513,0.001788308004,0.00149372969,0.002938628334,0,0,0,1.80E-09,0.1031894574,0.003681696829
556.2,3.93E-10,2.42E-07,1.10E-06,3.46E-07,1.26E-06,0.0484188816,0.03609476818,0.001850256947,0.001438012667,0.002903169189,0,0,0,7.84E-10,0.1031909982,0.003681836126
556.3,4.25E-10,2.05E-07,1.27E-06,3.55E-07,1.25E-06,0.0485275473,0.03626958204,0.0019110114,0.001387035474,0.002859718659,0,0,0,0,0.1031925481,0.003681964916
556.4,4.67E-10,1.75E-07,1.46E-06,3.66E-07,1.23E-06,0.04862503282,0.03643941386,0.001970226599,0.001341458963,0.002809039672,0,0,0,0,0.1031941325,0.003682084856
556.5,5.22E-10,1.52E-07,1.69E-06,3.77E-07,1.21E-06,0.04872661364,0.03661472804,0.002028040981,0.001302121171,0.002752522086,0,0,0,0,0.1031957772,0.003682197603
556.6,5.77E-10,1.32E-07,1.94E-06,3.90E-07,1.20E-06,0.04883118405,0.03679429609,0.00208400122,0.001269088918,0.002690580281,0,0,0,0,0.1031975077,0.003682304815
556.7,6.30E-10,1.17E-07,2.21E-06,4.03E-07,1.18E-06,0.04893464872,0.03697470072,0.002137514451,0.001242322505,0.002623476735,0,0,0,0,0.1031993496,0.003682408151
556.8,7.46E-10,1.04E-07,2.48E-06,4.18E-07,1.17E-06,0.04903733526,0.03715583402,0.002188157846,0.001221914408,0.002551732706,0,0,0,0,0.1032013286,0.003682509267
556.9,9.46E-10,9.31E-08,2.71E-06,4.34E-07,1.15E-06,0.04914034941,0.03733817463,0.002235536604,0.001207985559,0.00247591152,0,0,0,0,0.1032034702,0.00368260982
557,1.02E-09,8.42E-08,2.88E-06,4.51E-07,1.13E-06,0.04924348648,0.0375212049,0.002279192361,0.001200632798,0.002396509912,0,0,0,0,0.1032058,0.00368271147
557.1,9.27E-10,7.68E-08,2.93E-06,4.68E-07,1.13E-06,0.04934641888,0.0377042565,0.00231867745,0.001199958209,0.002314027392,0,0,0,0,0.103208335,0.003682815121
557.2,1.50E-09,7.06E-08,2.88E-06,4.87E-07,1.12E-06,0.0494496377,0.03788682671,0.002353712352,0.001206085173,0.002229112426,0,0,0,0,0.1032110573,0.00368291867
557.3,3.00E-09,6.53E-08,2.73E-06,5.08E-07,1.12E-06,0.04955334764,0.03806785026,0.002384052068,0.001219128396,0.002142538547,0,0,0,0,0.1032139405,0.003683019263
557.4,2.45E-09,6.09E-08,2.52E-06,5.29E-07,1.11E-06,0.04965578892,0.03824471651,0.002409363154,0.001239155789,0.002055011882,0,0,0,0,0.103216958,0.003683114045
557.5,0,5.72E-08,2.29E-06,5.53E-07,1.11E-06,0.04975647043,0.03841601502,0.002429413594,0.001266117554,0.0019673083,0,0,0,0,0.1032200833,0.003683200161
557.6,4.66E-09,5.41E-08,2.05E-06,5.78E-07,1.11E-06,0.04986194015,0.03858632068,0.002444400417,0.001299817595,0.001880479162,0,0,0,0,0.10322329,0.003683274756
557.7,2.26E-08,5.16E-08,1.82E-06,6.04E-07,1.12E-06,0.04997395782,0.03875661144,0.002454314769,0.001339892232,0.001795363107,0,0,0,0,0.1032265515,0.003683334976
557.8,1.20E-08,4.95E-08,1.62E-06,6.32E-07,1.13E-06,0.05006809137,0.0389075204,0.002457875826,0.001385244634,0.00171189896,0,0,0,0,0.1032298413,0.003683377965
557.9,0,4.77E-08,1.45E-06,6.62E-07,1.15E-06,0.05013779281,0.03903346082,0.002454704119,0.001435180765,0.001630779436,0,0,0,0,0.103233133,0.003683400869
558,6.85E-08,4.64E-08,1.30E-06,6.94E-07,1.18E-06,0.05027424258,0.03920503921,0.002449216699,0.001491848048,0.001555760902,0,0,0,0,0.1032364,0.003683400833
558.1,4.20E-07,4.56E-08,1.18E-06,7.30E-07,1.21E-06,0.05055451566,0.0394822403,0.002445084939,0.001557338814,0.001489629422,0,0,0,0,0.103239618,0.003683376338
558.2,6.39E-07,4.53E-08,1.08E-06,7.69E-07,1.25E-06,0.05090153668,0.03980472198,0.002438606548,0.001629201004,0.001430290505,0,0,0,0,0.1032427717,0.003683331209
558.3,3.91E-07,4.52E-08,9.94E-07,8.10E-07,1.29E-06,0.05122412522,0.04010092016,0.00242558475,0.001704167393,0.001375565986,0,0,0,0,0.1032458478,0.003683270604
558.4,2.82E-08,4.54E-08,9.19E-07,8.54E-07,1.33E-06,0.05152883078,0.04037554656,0.002406604557,0.001781865872,0.001326250448,0,0,0,0,0.1032488331,0.003683199686
558.5,0,4.59E-08,8.57E-07,9.00E-07,1.39E-06,0.05184008583,0.04064741782,0.002383087968,0.001862541415,0.001283546699,0,0,0,0,0.1032517145,0.003683123613
558.6,9.47E-09,4.68E-08,8.07E-07,9.49E-07,1.46E-06,0.05215612487,0.04091493859,0.002355225626,0.001945516997,0.001247944157,0,0,0,0,0.1032544787,0.003683047546
558.7,2.60E-08,4.81E-08,7.64E-07,9.98E-07,1.53E-06,0.0524703984,0.04117276593,0.00232301062,0.002029888448,0.001219841727,0,0,0,0,0.1032571126,0.003682976644
558.8,5.01E-09,4.98E-08,7.29E-07,1.05E-06,1.62E-06,0.05278341897,0.04142109834,0.002286772514,0.00211497156,0.001199827118,0,0,0,0,0.1032596029,0.003682916069
558.9,0,5.20E-08,6.99E-07,1.11E-06,1.71E-06,0.05309695208,0.04166112426,0.002246897738,0.002200111659,0.001188523813,0,0,0,0,0.1032619364,0.003682870979
559,3.27E-09,5.48E-08,6.75E-07,1.17E-06,1.82E-06,0.05341071306,0.04189242819,0.002203684086,0.002284552723,0.001186517398,0,0,0,0,0.1032641,0.003682846536
559.1,4.16E-09,5.82E-08,6.56E-07,1.22E-06,1.93E-06,0.05372418936,0.04211439655,0.002157449429,0.002367507756,0.001194380414,0,0,0,0,0.1032660801,0.003682846149
559.2,2.42E-09,6.25E-08,6.42E-07,1.28E-06,2.06E-06,0.05403800716,0.04232775168,0.002108697679,0.002448258934,0.001212305598,0,0,0,0,0.1032678615,0.003682866226
559.3,1.78E-09,6.80E-08,6.31E-07,1.35E-06,2.20E-06,0.05435245115,0.04253355396,0.002057970425,0.002526103941,0.00124007063,0,0,0,0,0.1032694287,0.003682901425
559.4,1.94E-09,7.43E-08,6.24E-07,1.42E-06,2.34E-06,0.05466530125,0.04273095257,0.002005705484,0.002600223054,0.001277369192,0,0,0,0,0.1032707663,0.003682946405
559.5,1.88E-09,8.16E-08,6.21E-07,1.48E-06,2.50E-06,0.05497593128,0.04292015562,0.001952374636,0.002669989889,0.001323917895,0,0,0,0,0.1032718587,0.003682995824
559.6,1.66E-09,9.26E-08,6.21E-07,1.54E-06,2.66E-06,0.05529259535,0.04310798218,0.001898715737,0.002735412304,0.001379641518,0,0,0,0,0.1032726904,0.00368304434
559.7,1.54E-09,1.09E-07,6.24E-07,1.61E-06,2.82E-06,0.05561751351,0.04329649914,0.00184521579,0.002796246247,0.001444330076,0,0,0,0,0.1032732458,0.003683086611
559.8,1.49E-09,1.22E-07,6.31E-07,1.68E-06,2.97E-06,0.05591988944,0.04346210834,0.001791285091,0.002850575069,0.001516883685,0,0,0,0,0.1032735096,0.003683117296
559.9,1.45E-09,1.32E-07,6.41E-07,1.75E-06,3.11E-06,0.05619146903,0.04359887157,0.001737160612,0.002897574791,0.001596680938,0,0,0,0,0.1032734662,0.003683131052
560,1.41E-09,1.74E-07,6.55E-07,1.82E-06,3.24E-06,0.05654718353,0.04379632401,0.001686776832,0.002942840524,0.001686701302,0,0,0,0,0.1032731,0.003683122537
560.1,1.39E-09,2.62E-07,6.75E-07,1.89E-06,3.34E-06,0.0570841847,0.04412965035,0.001643052213,0.002991232769,0.001790025813,0,0,0,0,0.1032724213,0.003683088336
560.2,1.39E-09,2.76E-07,7.01E-07,1.96E-06,3.41E-06,0.05770532107,0.04452395662,0.001603117286,0.003037450289,0.001903772212,0,0,0,0,0.1032715432,0.003683032733
560.3,1.39E-09,1.97E-07,7.30E-07,2.03E-06,3.45E-06,0.05829566139,0.0448915744,0.001564048971,0.003075106599,0.002023651413,0,0,0,0,0.1032706045,0.003682961942
560.4,1.41E-09,5.12E-07,7.65E-07,2.10E-06,3.46E-06,0.05886345861,0.04524024827,0.001526556837,0.00310426772,0.002149043341,0,0,0,0,0.1032697441,0.003682882173
560.5,1.43E-09,1.39E-06,8.04E-07,2.17E-06,3.42E-06,0.05943950878,0.04559465342,0.001491856098,0.003126414917,0.002280204457,0,0,0,0,0.1032691008,0.003682799638
560.6,1.47E-09,1.24E-06,8.49E-07,2.24E-06,3.34E-06,0.06002159614,0.04595357702,0.001460231508,0.003141560815,0.00241625313,0,0,0,0,0.1032688135,0.003682720548
560.7,1.52E-09,4.05E-09,9.00E-07,2.30E-06,3.24E-06,0.06060146776,0.0463111984,0.00143184329,0.003149432756,0.002556001898,0,0,0,0,0.1032690209,0.003682651115
560.8,1.58E-09,5.66E-06,9.58E-07,2.35E-06,3.12E-06,0.06117973369,0.04666852742,0.001407091641,0.003150237718,0.002698554865,0,0,0,2.50E-09,0.1032698619,0.00368259755
560.9,1.65E-09,2.26E-05,1.02E-06,2.40E-06,2.99E-06,0.06175860966,0.04702781617,0.001386425511,0.003144273454,0.00284305845,0,0,0,1.19E-08,0.1032714753,0.003682566066
561,1.74E-09,3.29E-05,1.09E-06,2.44E-06,2.85E-06,0.06233787123,0.04738947388,0.001370252663,0.003131716728,0.002988522949,0,0,0,2.15E-08,0.103274,0.003682562873
561.1,1.85E-09,2.10E-05,1.17E-06,2.48E-06,2.71E-06,0.06291690832,0.04775376908,0.001358925997,0.00311272868,0.003133913012,0,0,0,9.94E-09,0.103277522,0.003682592092
561.2,1.97E-09,3.37E-06,1.25E-06,2.51E-06,2.57E-06,0.06349600876,0.04812181956,0.001352646786,0.003087501155,0.003278364007,0,0,0,0,0.1032819161,0.003682649478
561.3,2.13E-09,0,1.34E-06,2.54E-06,2.44E-06,0.064075397,0.04849459464,0.001351594341,0.003056210012,0.003421103652,0,0,0,0,0.1032870042,0.003682728696
561.4,2.31E-09,1.14E-06,1.43E-06,2.55E-06,2.32E-06,0.0646541463,0.0488721992,0.001355940363,0.003018982551,0.003561275409,0,0,0,0,0.1032926084,0.003682823411
561.5,2.52E-09,1.65E-06,1.52E-06,2.57E-06,2.21E-06,0.06523196886,0.04925489644,0.001365869623,0.002976173367,0.003698027672,0,0,0,0,0.1032985505,0.003682927286
561.6,2.76E-09,6.03E-07,1.60E-06,2.57E-06,2.11E-06,0.06581228384,0.04964537657,0.001381642544,0.002928519244,0.003830698016,0,0,0,0,0.1033046526,0.003683033985
561.7,3.05E-09,2.51E-07,1.66E-06,2.57E-06,2.02E-06,0.06639601799,0.05004442733,0.001403486488,0.002876648854,0.003958470144,0,0,0,0,0.1033107366,0.003683137175
561.8,3.41E-09,3.97E-07,1.71E-06,2.56E-06,1.94E-06,0.06697042137,0.05044253873,0.001431357853,0.002820614393,0.004079672588,0,0,0,1.80E-08,0.1033166246,0.003683230517
561.9,3.87E-09,4.01E-07,1.74E-06,2.55E-06,1.88E-06,0.06753207483,0.05083725168,0.001465419786,0.002760916502,0.004193125587,0,0,0,3.74E-08,0.1033221384,0.003683307679
562,4.34E-09,2.98E-07,1.74E-06,2.52E-06,1.82E-06,0.06812855892,0.05126448497,0.001506971094,0.002700099986,0.004300836945,0,0,0,5.72E-08,0.1033271,0.003683362322
562.1,4.83E-09,2.52E-07,1.72E-06,2.49E-06,1.77E-06,0.06880009398,0.05175472559,0.001557153282,0.002640190636,0.004404533687,0,0,0,3.67E-08,0.1033313753,0.003683390055
562.2,5.74E-09,2.47E-07,1.67E-06,2.46E-06,1.72E-06,0.06950645978,0.05227778407,0.001615124552,0.002580000214,0.00450120409,0,0,0,1.58E-08,0.1033350052,0.003683394254
562.3,7.18E-09,2.36E-07,1.60E-06,2.42E-06,1.69E-06,0.07020007576,0.05279761734,0.00167974833,0.002518272516,0.004587446873,0,0,0,0,0.1033380748,0.003683380239
562.4,7.88E-09,2.21E-07,1.52E-06,2.38E-06,1.67E-06,0.07088436065,0.05331652076,0.001751007643,0.002455774754,0.004663103444,0,0,0,0,0.1033406687,0.00368335333
562.5,7.56E-09,2.11E-07,1.43E-06,2.34E-06,1.65E-06,0.07157206426,0.05384372594,0.001829111787,0.002393622201,0.004728645448,0,0,0,0,0.1033428721,0.003683318845
562.6,1.13E-08,2.08E-07,1.33E-06,2.29E-06,1.64E-06,0.07226226153,0.05437810369,0.001913929546,0.002332482184,0.00478365272,0,0,0,0,0.1033447697,0.003683282105
562.7,2.07E-08,2.07E-07,1.24E-06,2.24E-06,1.64E-06,0.07295153373,0.05491662262,0.002005237183,0.002272977454,0.004827535243,0,0,0,0,0.1033464464,0.003683248428
562.8,1.71E-08,2.09E-07,1.14E-06,2.18E-06,1.64E-06,0.07364016239,0.05545901024,0.002102877794,0.002215887086,0.004859945556,0,0,0,0,0.1033479871,0.003683223135
562.9,0,2.13E-07,1.06E-06,2.13E-06,1.65E-06,0.07432907257,0.05600545415,0.002206685724,0.002162039777,0.004880577164,0,0,0,0,0.1033494766,0.003683211545
563,2.76E-08,2.20E-07,9.79E-07,2.08E-06,1.66E-06,0.07501806326,0.05655526937,0.002316432055,0.00211226402,0.004889047198,0,0,0,0,0.103351,0.003683218977
563.1,1.32E-07,2.29E-07,9.07E-07,2.02E-06,1.68E-06,0.07570685292,0.05710770527,0.002431797482,0.00206742243,0.004885013101,0,0,0,0,0.1033526285,0.003683249395
563.2,4.88E-08,2.43E-07,8.41E-07,1.96E-06,1.71E-06,0.07639596412,0.05766203382,0.002552323118,0.002028415533,0.004868643532,0,0,0,0,0.1033543798,0.003683301338
563.3,0,2.60E-07,7.83E-07,1.91E-06,1.75E-06,0.07708559788,0.05821684109,0.002677455685,0.001996166475,0.004840361544,0,0,0,0,0.103356258,0.003683371989
563.4,9.87E-08,2.83E-07,7.31E-07,1.85E-06,1.79E-06,0.077773865,0.05876910676,0.002806506544,0.001971574956,0.004800488749,0,0,0,0,0.103358267,0.003683458531
563.5,1.48E-06,3.11E-07,6.85E-07,1.80E-06,1.83E-06,0.07846024292,0.05931732934,0.002938815458,0.001955320266,0.004749463997,0,0,0,0,0.1033604111,0.003683558149
563.6,2.49E-07,3.48E-07,6.44E-07,1.74E-06,1.89E-06,0.07915176587,0.05986611289,0.003073997868,0.001948062916,0.004688203298,0,0,0,0,0.1033626943,0.003683668023
563.7,0,3.95E-07,6.08E-07,1.69E-06,1.95E-06,0.07985032302,0.06041616825,0.003211450846,0.001950351902,0.004617312634,0,0,0,0,0.1033651207,0.003683785339
563.8,1.03E-06,4.55E-07,5.76E-07,1.64E-06,2.02E-06,0.08052966673,0.06094689312,0.003349360409,0.00196208056,0.004535824751,0,0,0,0,0.1033676944,0.003683907279
563.9,2.55E-05,5.33E-07,5.47E-07,1.59E-06,2.09E-06,0.08118276278,0.06145219499,0.003486544484,0.001983635763,0.0044440129,0,0,0,7.55E-09,0.1033704194,0.003684031026
564,4.20E-05,6.37E-07,5.23E-07,1.54E-06,2.16E-06,0.0819075676,0.06200545084,0.003626387364,0.002017995147,0.004347805003,0,0,0,2.28E-08,0.1033733,0.003684153763
564.1,2.67E-05,7.76E-07,5.03E-07,1.51E-06,2.25E-06,0.08278688375,0.06266837998,0.003772106477,0.00206789199,0.004251742995,0,0,0,1.62E-08,0.1033763349,0.00368427278
564.2,2.80E-06,9.71E-07,4.86E-07,1.47E-06,2.33E-06,0.08373790774,0.0633766489,0.003919588174,0.002132072013,0.004151834473,0,0,0,9.55E-09,0.1033795018,0.003684385793
564.3,0,1.24E-06,4.72E-07,1.43E-06,2.42E-06,0.08466268314,0.06405417261,0.004063503028,0.00220882557,0.004044095219,0,0,0,2.72E-09,0.1033827735,0.003684490623
